-0.200000003	20.811728985
-0.180000007	20.801128252
-0.159999996	20.795482238
-0.140000001	20.790636739
-0.119999997	20.783830426
-0.100000001	20.779235490
-0.079999998	20.775947335
-0.059999999	20.771200777
-0.039999999	20.767510437
-0.020000000	20.761823304
0.000000000	20.756445842
0.020000000	20.751691573
0.039999999	20.747767375
0.059999999	20.741949179
0.079999998	20.736931498
0.100000001	20.733518705
0.119999997	20.729481432
0.140000001	20.723766031
0.159999996	20.720502290
0.180000007	20.714802308
0.200000003	20.708972547
0.219999999	20.704829909
0.239999995	20.701762764
0.259999990	20.694847231
0.280000001	20.689048309
0.300000012	20.684786172
0.319999993	20.680864543
0.340000004	20.675164561
0.360000014	20.671902105
0.379999995	20.664509861
0.400000006	20.658939657
0.419999987	20.657937406
0.439999998	20.650857402
0.460000008	20.646235482
0.479999989	20.640732096
0.500000000	20.634131372
0.519999981	20.627334054
0.540000021	20.620981324
0.560000002	20.613802379
0.579999983	20.607876248
0.600000024	20.597387305
0.620000005	20.586975457
0.639999986	20.576187124
0.660000026	20.562398461
0.680000007	20.546497362
0.699999988	20.526619381
0.720000029	20.502395743
0.740000010	20.473546330
0.759999990	20.438617879
0.779999971	20.392690364
0.800000012	20.329327534
0.819999993	20.262257661
0.839999974	20.192581934
0.860000014	20.082326602
0.879999995	19.975268194
0.899999976	19.819533790
0.920000017	19.649061154
0.939999998	19.413032302
0.959999979	19.129127969
0.980000019	18.721367243
1.000000000	18.173570192
1.019999981	17.404716378
1.039999962	16.316763798
1.059999943	14.820756241
1.080000043	12.777225324
1.100000024	10.032280529
1.120000005	6.389746619
1.139999986	2.423629191
1.159999967	-4.175550648
1.179999948	-11.925197517
1.200000048	-21.407075142
1.220000029	-32.585203672
1.240000010	-46.058043953
1.259999990	-61.363477268
1.279999971	-78.550074250
1.299999952	-97.558218945
Jsc:	20.756446
Eff:	18.363962
Voc:	1.140000
FF:	0.776084
V_MPP:	0.960000
	0.000000
	0.000000
	0.000000
Cell Area:	0.045300
Voltage:	0.700000
Number of suns:	1.000000
